Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
31,R070,P.S. @ 357 TARGEE STREET - STA,SCA CIP,DEMOLITION,"CM, F&E",PNS,PNS,PNS,PNS,399278,$399278.00,$3214.00,DSF: 0000843832
31,R071,P.S. 48 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/30/2017,01/15/2018,08/01/2017,75000,$69422.00,$69422.00,DSF: 0000845289
31,R072,I.S. 72 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866332
31,R072,I.S. 72 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,21000,$21000.00,$0.00,DSF: 0000866332
31,R072,I.S. 72 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,308000,$308000.00,$0.00,DSF: 0000866332
31,R072,I.S. 72 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,21000,$21000.00,$0.00,DSF: 0000866332
31,R072,I.S. 72 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/10/2017,01/15/2018,07/06/2017,50000,$49625.00,$49625.00,DSF: 0000845284
31,R072,I.S. 72 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,04/10/2017,01/15/2018,,50000,$14565.00,$14565.00,DSF: 0000845012
31,R072,I.S. 72 - STATEN ISLAND,DOE- RESOA,FY17 RESO A ELECTRICAL SYSTEMS,Construction,In-Progress,07/18/2017,DOER,,142767,$142767.00,$142767.00,DSF: 0000844761
31,R072,I.S. 72 - STATEN ISLAND,DOE - Skilled Trades,REPLACE DUPLEX SEWAGE EJECTOR SYSTE,Construction,In-Progress,08/04/2015,DOES,,DOES,$112805.00,$112805.00,DSF: 0000816367
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,CHILLER REPLACEMENT,Scope,Complete,01/20/2016,05/20/2016,06/06/2016,23925,$17862.00,$7550.00,DSF: 0000838444
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,CHILLER REPLACEMENT,Design,Complete,07/06/2016,12/07/2016,02/07/2017,95700,$67875.00,$62765.00,DSF: 0000838444
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,CHILLER REPLACEMENT,Construction,PNS,PNS,PNS,PNS,1067441,$1602135.00,$7135.00,DSF: 0000838444
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,CHILLER REPLACEMENT,"CM, F&E",PNS,PNS,PNS,PNS,111650,$11518.00,$11518.00,DSF: 0000838444
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Scope,Complete,03/31/2017,08/01/2017,08/08/2017,0,$7711.00,$7711.00,DSF: 0000844224
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,15000,$17396.00,$4032.00,DSF: 0000844224
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,220000,$368239.00,$8070.00,DSF: 0000844224
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,15000,$25107.00,$3587.00,DSF: 0000844224
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GREENHOUSE,Scope,Complete,05/24/2017,09/08/2017,08/08/2017,0,$6473.00,$6473.00,DSF: 0000845593
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GREENHOUSE,Design,PNS,PNS,PNS,PNS,7500,$9930.00,$2834.00,DSF: 0000845593
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GREENHOUSE,Construction,PNS,PNS,PNS,PNS,110000,$240576.00,$6056.00,DSF: 0000845593
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GREENHOUSE,"CM, F&E",PNS,PNS,PNS,PNS,7500,$16403.00,$6086.00,DSF: 0000845593
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867267
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,8400,$8400.00,$0.00,DSF: 0000867267
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,123200,$123200.00,$0.00,DSF: 0000867267
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,8400,$8400.00,$0.00,DSF: 0000867267
31,R075,I.S. 75 - STATEN ISLAND,DOE- RESOA,FY17 RESO A ELECTRICAL SYSTEMS,Construction,In-Progress,02/21/2017,DOER,,215000,$225938.00,$225938.00,DSF: 0000844762
31,R080,EARLY CHILDHOOD CENT.-PETRIDES,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,Complete,04/02/2015,05/26/2017,05/26/2017,203809,$203809.00,$203809.00,DSF:
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA Capacity,NEW SCHOOL,Scope,Complete,09/16/2016,02/16/2017,03/23/2017,856071,$793414.00,$766502.00,DSF: 0000821871
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA Capacity,NEW SCHOOL,Design,Complete,03/24/2017,09/18/2017,10/06/2017,2739427,$1319293.00,$955859.00,DSF: 0000821871
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,38420465,$38420465.00,$228227.00,DSF: 0000821871
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,5410369,$5410369.00,$333302.00,DSF: 0000821871
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA CIP,DEMOLITION,Scope,Complete,11/10/2016,11/10/2016,11/10/2016,71510,$6576.00,$6576.00,DSF: 0000821871
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA CIP,DEMOLITION,Design,Complete,11/14/2016,03/01/2017,07/26/2017,286042,$426912.00,$350553.00,DSF: 0000821871
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA CIP,DEMOLITION,Construction,In-Progress,07/01/2017,10/30/2017,,5363286,$5633519.00,$4508863.00,DSF: 0000821871
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA CIP,DEMOLITION,"CM, F&E",In-Progress,07/01/2017,10/30/2017,,333716,$626592.00,$494953.00,DSF: 0000821871
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARTIAL ACCESSIBILITY,Scope,Complete,12/07/2015,04/22/2016,05/24/2016,14640,$27558.00,$27558.00,DSF: 0000843658
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARTIAL ACCESSIBILITY,Design,Complete,06/22/2016,12/09/2016,04/24/2017,53680,$79243.00,$70123.00,DSF: 0000843658
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARTIAL ACCESSIBILITY,Construction,In-Progress,06/13/2017,04/08/2018,,568520,$528192.00,$21254.00,DSF: 0000843658
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARTIAL ACCESSIBILITY,"CM, F&E",In-Progress,06/13/2017,04/08/2018,,131760,$85059.00,$46308.00,DSF: 0000843658
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Scope,Complete,05/20/2014,09/19/2014,08/22/2014,0,$18285.00,$14175.00,DSF: 0000798733
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Design,Complete,05/27/2015,10/27/2015,03/31/2016,69900,$72921.00,$59969.00,DSF: 0000798733
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Construction,Complete,12/06/2016,09/01/2017,08/15/2017,1025200,$751469.00,$698439.00,DSF: 0000798733
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,"CM, F&E",Complete,12/06/2016,09/01/2017,08/15/2017,69900,$56786.00,$56786.00,DSF: 0000798733
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,Scope,Complete,01/11/2016,05/11/2016,06/03/2016,0,$30967.00,$30967.00,DSF: 0000822332
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,Design,Complete,01/19/2017,06/05/2017,05/10/2017,210000,$179853.00,$157979.00,DSF: 0000822332
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,Construction,In-Progress,08/28/2017,10/21/2018,,3080000,$1556372.00,$215464.00,DSF: 0000822332
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,"CM, F&E",In-Progress,08/28/2017,10/21/2018,,1057017,$897772.00,$155880.00,DSF: 0000822332
31,R435,NEW DORP HS - STATEN ISLAND,Fast Track Projects,CTF-ROOM CONVERSION,Construction,Complete,02/01/2017,FTK,08/21/2017,FTK,$412176.00,$314767.00,DSF: 0000844153
31,R435,NEW DORP HS - STATEN ISLAND,DOE - Skilled Trades,GYM FLOOR REPLACEMENT,Construction,In-Progress,04/25/2016,DOES,,DOES,$470464.00,$470464.00,DSF: 0000838464
31,R435,NEW DORP HS - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,$170000.00,$2465.00,DSF: 0000866055
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP,ATHLETIC FIELDS,Scope,Complete,09/08/2014,02/09/2015,02/23/2015,117375,$118786.00,$117911.00,DSF: 0000801024
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP,ATHLETIC FIELDS,Design,Complete,03/25/2015,10/23/2015,12/10/2015,469500,$422805.00,$331770.00,DSF: 0000801024
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP,ATHLETIC FIELDS,Construction,In-Progress,08/07/2017,08/06/2019,,8803125,$7948860.00,$23998.00,DSF: 0000801024
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP,ATHLETIC FIELDS,"CM, F&E",In-Progress,08/07/2017,08/06/2019,,547750,$65750.00,$65750.00,DSF: 0000801024
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ATHLETIC FIELD LIGHTS,Scope,In-Progress,11/28/2017,03/02/2018,,0,$0.00,$0.00,DSF: 0000867206
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ATHLETIC FIELD LIGHTS,Design,PNS,PNS,PNS,PNS,90000,$90000.00,$0.00,DSF: 0000867206
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ATHLETIC FIELD LIGHTS,Construction,PNS,PNS,PNS,PNS,1320000,$1320000.00,$0.00,DSF: 0000867206
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ATHLETIC FIELD LIGHTS,"CM, F&E",PNS,PNS,PNS,PNS,90000,$90000.00,$0.00,DSF: 0000867206
31,R440,STATEN ISLAND TECHNICAL HS - S,SCA CIP RESOA,FY15 RESO A RENOVATION OF FRONT YARD STUDENT PLAZA,Scope,Complete,01/15/2015,06/02/2015,05/06/2015,0,$14884.00,$14884.00,DSF: 0000800096
31,R440,STATEN ISLAND TECHNICAL HS - S,SCA CIP RESOA,FY15 RESO A RENOVATION OF FRONT YARD STUDENT PLAZA,Design,Complete,05/15/2015,10/16/2015,09/24/2015,6600,$29093.00,$28046.00,DSF: 0000800096
31,R440,STATEN ISLAND TECHNICAL HS - S,SCA CIP RESOA,FY15 RESO A RENOVATION OF FRONT YARD STUDENT PLAZA,Construction,PNS,PNS,PNS,PNS,96800,$96800.00,$9873.00,DSF: 0000800096
31,R440,STATEN ISLAND TECHNICAL HS - S,SCA CIP RESOA,FY15 RESO A RENOVATION OF FRONT YARD STUDENT PLAZA,"CM, F&E",PNS,PNS,PNS,PNS,6600,$6600.00,$530.00,DSF: 0000800096
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA IEH,"IEH PO18-KITCHEN OFFICE, KITCHEN LOCKER RM, KITCHE",Construction,In-Progress,04/24/2017,IEH,,IEH,$25397.00,$5606.00,DSF: 0000046348
31,R440,STATEN ISLAND TECHNICAL HS - R,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/19/2016,DOES,,DOES,$182226.00,$182226.00,DSF: 0000816436
31,R445,PORT RICHMOND HS - S.I.,SCA CIP,TCU REMOVAL/MASONRY/ROOFS/PARAPETS/FLOOD ELIM,Scope,Complete,03/13/2015,12/07/2015,01/12/2017,341447,$461506.00,$327588.00,"DSF: 0000821801, 0000822178, 0000860430, 0000860431, 0000866098"
31,R445,PORT RICHMOND HS - S.I.,SCA CIP,TCU REMOVAL/MASONRY/ROOFS/PARAPETS/FLOOD ELIM,Design,Complete,01/24/2017,06/23/2017,08/07/2017,1353148,$425803.00,$110230.00,"DSF: 0000821801, 0000822178, 0000860430, 0000860431, 0000866098"
31,R445,PORT RICHMOND HS - S.I.,SCA CIP,TCU REMOVAL/MASONRY/ROOFS/PARAPETS/FLOOD ELIM,Construction,PNS,PNS,PNS,PNS,19227129,$21625957.00,$124682.00,"DSF: 0000821801, 0000822178, 0000860430, 0000860431, 0000866098"
31,R445,PORT RICHMOND HS - S.I.,SCA CIP,TCU REMOVAL/MASONRY/ROOFS/PARAPETS/FLOOD ELIM,"CM, F&E",PNS,PNS,PNS,PNS,1757759,$89179.00,$88684.00,"DSF: 0000821801, 0000822178, 0000860430, 0000860431, 0000866098"
31,R445,PORT RICHMOND HS - R,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866434
31,R445,PORT RICHMOND HS - R,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,7500,$7500.00,$0.00,DSF: 0000866434
31,R445,PORT RICHMOND HS - R,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,110000,$110000.00,$0.00,DSF: 0000866434
31,R445,PORT RICHMOND HS - R,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,7500,$7500.00,$0.00,DSF: 0000866434
31,R445,PORT RICHMOND HS - R,DOE - Skilled Trades,REPLACE BAC COOLING TOWER,Construction,In-Progress,03/11/2016,DOES,,DOES,$337232.00,$323482.00,DSF: 0000838507
31,R446,PORT RICHMOND HS - S.I.,SCA CIP,ATHLETIC FIELD,Scope,Complete,01/14/2016,01/14/2016,01/14/2016,167690,$132725.00,$116966.00,DSF: 0000843757
31,R446,PORT RICHMOND HS - S.I.,SCA CIP,ATHLETIC FIELD,Design,Complete,01/14/2016,06/02/2016,04/03/2017,670761,$449233.00,$445913.00,DSF: 0000843757
31,R446,PORT RICHMOND HS - S.I.,SCA CIP,ATHLETIC FIELD,Construction,PNS,PNS,PNS,PNS,12576769,$12576769.00,$41537.00,DSF: 0000843757
31,R446,PORT RICHMOND HS - S.I.,SCA CIP,ATHLETIC FIELD,"CM, F&E",PNS,PNS,PNS,PNS,782555,$782555.00,$47056.00,DSF: 0000843757
31,R450,CURTIS HS - STATEN ISLAND,SCA CIP,BRIDGE & REPAIR WK/PARAPETS/WASTE SYS/WINDOWS/ROOF,Scope,Complete,04/24/2012,10/05/2012,09/11/2012,255082,$265982.00,$265982.00,"DSF: 0000020373, 0000770587, 0000770588, 0000770606, 0000775631"
31,R450,CURTIS HS - STATEN ISLAND,SCA CIP,BRIDGE & REPAIR WK/PARAPETS/WASTE SYS/WINDOWS/ROOF,Design,Complete,11/16/2012,04/22/2013,04/16/2013,883453,$721595.00,$636514.00,"DSF: 0000020373, 0000770587, 0000770588, 0000770606, 0000775631"
31,R450,CURTIS HS - STATEN ISLAND,SCA CIP,BRIDGE & REPAIR WK/PARAPETS/WASTE SYS/WINDOWS/ROOF,Construction,In-Progress,06/21/2013,06/20/2015,,14129026,$14762069.00,$13808147.00,"DSF: 0000020373, 0000770587, 0000770588, 0000770606, 0000775631"
31,R450,CURTIS HS - STATEN ISLAND,SCA CIP,BRIDGE & REPAIR WK/PARAPETS/WASTE SYS/WINDOWS/ROOF,"CM, F&E",In-Progress,06/21/2013,06/20/2015,,1088763,$1194529.00,$1150050.00,"DSF: 0000020373, 0000770587, 0000770588, 0000770606, 0000775631"
31,R450,CURTIS HS - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/21/2017,07/21/2017,09/14/2017,100000,$99245.00,$99245.00,DSF: 0000845382
31,R450,CURTIS H.S.,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,02/10/2017,DOEL,,DOEL,$795.00,$795.00,DSF:
31,R450,CURTIS HS - STATEN ISLAND,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,05/31/2017,DOES,,DOES,$233035.00,$230016.00,DSF: 0000816478
31,R450,CURTIS HS - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,$170000.00,$1057.00,DSF: 0000866056
31,R453,CURTIS HIGH SCHOOL ANNEX,SCA Capacity,ADDITION,Scope,Complete,04/29/2014,10/07/2014,10/20/2014,1734014,$1734446.00,$1654033.00,DSF: 0000798232
31,R453,CURTIS HIGH SCHOOL ANNEX,SCA Capacity,ADDITION,Design,Complete,10/21/2014,04/22/2015,05/07/2015,5548845,$6184299.00,$4969610.00,DSF: 0000798232
31,R453,CURTIS HIGH SCHOOL ANNEX,SCA Capacity,ADDITION,Construction,In-Progress,09/25/2015,12/27/2018,,77822546,$75136010.00,$53641644.00,DSF: 0000798232
31,R453,CURTIS HIGH SCHOOL ANNEX,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,09/25/2015,12/27/2018,,10958968,$10323337.00,$7243536.00,DSF: 0000798232
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,Complete,07/27/2017,09/27/2017,08/14/2017,0,$0.00,$0.00,DSF: 0000866305
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,43500,$232500.00,$0.00,DSF: 0000866305
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,638000,$3410000.00,$0.00,DSF: 0000866305
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,43500,$232500.00,$0.00,DSF: 0000866305
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY 16 RESO A WIRING UPGRADE,Scope,Complete,07/22/2015,11/23/2015,12/22/2015,0,$18352.00,$18352.00,DSF: 0000822181
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY 16 RESO A WIRING UPGRADE,Design,Complete,01/07/2016,06/08/2016,10/05/2016,100125,$140953.00,$108693.00,DSF: 0000822181
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY 16 RESO A WIRING UPGRADE,Construction,In-Progress,02/06/2017,02/05/2018,,1468500,$1431865.00,$1134509.00,DSF: 0000822181
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY 16 RESO A WIRING UPGRADE,"CM, F&E",In-Progress,02/06/2017,02/05/2018,,100125,$87829.00,$84349.00,DSF: 0000822181
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA IEH,SOIL REMEDIATION ASSOCIATED WITH EX,Construction,In-Progress,03/14/2013,IEH,,IEH,$250887.00,$228637.00,DSF: 0000775920
31,R455,TOTTENVILLE HS - STATEN ISLAND,SCA IEH,IEH PO18-3RD FL CORRIDORS AND LANDINGS,Construction,Complete,05/23/2017,IEH,08/12/2017,IEH,$395873.00,$6556.00,DSF: 0000046927
31,R455,TOTTENVILLE H.S.,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,In-Progress,09/25/2015,02/27/2018,,6677193,$6677193.00,$6677193.00,DSF:
31,R456,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ATHLETIC FIELDS,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867203
31,R456,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ATHLETIC FIELDS,Design,PNS,PNS,PNS,PNS,15000,$15000.00,$0.00,DSF: 0000867203
31,R456,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ATHLETIC FIELDS,Construction,PNS,PNS,PNS,PNS,220000,$220000.00,$0.00,DSF: 0000867203
31,R456,TOTTENVILLE HS - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A ATHLETIC FIELDS,"CM, F&E",PNS,PNS,PNS,PNS,15000,$15000.00,$0.00,DSF: 0000867203
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA CIP,STH SBHC,Scope,Complete,10/25/2016,02/28/2017,04/04/2017,29985,$36739.00,$36739.00,DSF: 0000845613
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA CIP,STH SBHC,Design,Complete,04/04/2017,06/15/2017,05/23/2017,119940,$129367.00,$103265.00,DSF: 0000845613
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA CIP,STH SBHC,Construction,In-Progress,08/14/2017,08/13/2018,,2248875,$2101111.00,$378578.00,DSF: 0000845613
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA CIP,STH SBHC,"CM, F&E",In-Progress,08/14/2017,08/13/2018,,140080,$103893.00,$102052.00,DSF: 0000845613
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA CIP,EXT DOORS/EXT MASONRY/WINDOWS/PARAPETS/ROOFS,Scope,Complete,06/13/2012,10/11/2013,10/11/2013,457153,$326496.00,$326496.00,"DSF: 0000025813, 0000747719, 0000793345, 0000793346, 0000793347"
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA CIP,EXT DOORS/EXT MASONRY/WINDOWS/PARAPETS/ROOFS,Design,Complete,12/09/2013,05/15/2014,04/18/2014,1812829,$818151.00,$794586.00,"DSF: 0000025813, 0000747719, 0000793345, 0000793346, 0000793347"
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA CIP,EXT DOORS/EXT MASONRY/WINDOWS/PARAPETS/ROOFS,Construction,In-Progress,08/14/2017,08/13/2019,,32574400,$29931858.00,$1121746.00,"DSF: 0000025813, 0000747719, 0000793345, 0000793346, 0000793347"
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA CIP,EXT DOORS/EXT MASONRY/WINDOWS/PARAPETS/ROOFS,"CM, F&E",In-Progress,08/14/2017,08/13/2019,,2338500,$258916.00,$222467.00,"DSF: 0000025813, 0000747719, 0000793345, 0000793346, 0000793347"
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA IEH,IEH PO18-ROOM 193,Construction,Complete,05/15/2017,IEH,08/26/2017,IEH,$35477.00,$2944.00,DSF: 0000046732
31,R460,SUSAN E. WAGNER HS - STATEN IS,SCA IEH,IEH PO18-ROOM 121,Construction,Complete,07/20/2017,IEH,08/19/2017,IEH,$27013.00,$932.00,DSF: 0000047725
31,R460,SUSAN E. WAGNER HS - STATEN IS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,07/26/2017,75000,$74428.00,$74428.00,DSF: 0000845294
31,R460,SUSAN E. WAGNER HS - STATEN IS,DOE - Skilled Trades,ELEVATOR MODERNIZATION,Construction,In-Progress,03/11/2016,DOES,,DOES,$291803.00,$204330.00,DSF: 0000816523
31,R461,SUSAN E. WAGNER HS - STATEN IS,DOE- RESOA,FY14 RESO ATHLETIC FIELDS,Construction,In-Progress,04/10/2017,DOER,,50000,$55825.00,$55825.00,DSF: 0000866161
31,R462,SUSAN E. WAGNER HS,SCA Capacity,ADDITION,Scope,Complete,06/06/2013,10/25/2013,10/22/2013,624548,$606249.00,$604910.00,DSF: 0000775719
31,R462,SUSAN E. WAGNER HS,SCA Capacity,ADDITION,Design,Complete,10/23/2013,04/18/2014,05/13/2014,1998552,$2390541.00,$2150256.00,DSF: 0000775719
31,R462,SUSAN E. WAGNER HS,SCA Capacity,ADDITION,Construction,In-Progress,09/22/2014,07/12/2016,,28029692,$27132495.00,$23910527.00,DSF: 0000775719
31,R462,SUSAN E. WAGNER HS,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,09/22/2014,07/12/2016,,3947140,$3149839.00,$2607754.00,DSF: 0000775719
31,R462,SUSAN E. WAGNER HS - STATEN IS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867205
31,R462,SUSAN E. WAGNER HS - STATEN IS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Design,PNS,PNS,PNS,PNS,36000,$36000.00,$0.00,DSF: 0000867205
31,R462,SUSAN E. WAGNER HS - STATEN IS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,528000,$528000.00,$0.00,DSF: 0000867205
31,R462,SUSAN E. WAGNER HS - STATEN IS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,36000,$36000.00,$0.00,DSF: 0000867205
31,R470,CONCORD HS - R,SCA IEH,IEH PO18-CAFETERIA CEILING,Construction,Complete,08/21/2017,IEH,08/22/2017,IEH,$14854.00,$1524.00,DSF: 0000048289
31,R600,RALPH R. MCKEE CAREER AND TECH,SCA CIP,EXTERIOR MASONRY,Scope,Complete,07/27/2017,12/13/2017,11/22/2017,56502,$95596.00,$76319.00,DSF: 0000888902
31,R600,RALPH R. MCKEE CAREER AND TECH,SCA CIP,EXTERIOR MASONRY,Design,PNS,PNS,PNS,PNS,226007,$226007.00,$11257.00,DSF: 0000888902
