ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Location Code,Community School Sup Name,FSC Location Code,FSC Director Name,FSC Director Title,FSC Director Phone,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent
31R002,R002,I.S. R002 George L. Egbert,353100010002,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1963,Open,R002,333 MIDLAND AVENUE,STATEN ISLAND,NY,10306,5036960100,11202,502,50,SI45,New Dorp-Midland Beach,ADRIENNE STALLONE,PRINCIPAL,718-987-5336,718-987-6937,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R003,R003,P.S. 003 The Margaret Gioiosa School,353100010003,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1959,Open,R003,80 SOUTH GOFF AVENUE,STATEN ISLAND,NY,10309,5067960044,19800,503,51,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,"Myers, Elmer",PRINCIPAL,718-984-1021,718-984-3628,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R004,R004,P.S. 004 Maurice Wollin,353100010004,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1984,Open,R004,200 NEDRA LANE,STATEN ISLAND,NY,10312,5060250030,17010,503,51,SI48,Arden Heights,Suzanne Dimitri,PRINCIPAL,718-984-1197,718-984-2324,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R005,R005,P.S. 005 Huguenot,353100010005,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1930,Open,R005,348 DEISIUS STREET,STATEN ISLAND,NY,10312,5065660001,17600,503,51,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,Lisa Arcuri,PRINCIPAL,718-668-3270,718-984-4761,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R006,R006,P.S. 6 Corporal Allan F. Kivlehan School,353100010006,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2000,Open,R006,555 PAGE AVENUE,STATEN ISLAND,NY,10307,5077600001,24401,503,51,SI11,Charleston-Richmond Valley-Tottenville,Elizabeth Waters,PRINCIPAL,718-697-3760,718-697-3761,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R007,R007,I.S. 007 Elias Bernstein,353100010007,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1965,Open,R007,1270 HUGUENOT AVENUE,STATEN ISLAND,NY,10312,5065440001,19800,503,51,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,NORA DE ROSA,PRINCIPAL,718-697-8488,718-967-0809,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R008,R008,P.S. 8 Shirlee Solomon,353100010008,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1917,Open,R008,112 LINDENWOOD ROAD,STATEN ISLAND,NY,10308,5052210001,15601,503,51,SI54,Great Kills,LISA ESPOSITO,PRINCIPAL,718-356-2800,718-356-2065,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R009,R009,Naples Street Elementary School,353100010009,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2013,Open,R048,1055 TARGEE STREET,STATEN ISLAND,NY,10304,5031710001,5000,502,50,SI14,Grasmere-Arrochar-Ft. Wadsworth,DEANNA MARCO,I.A. PRINCIPAL,718-876-4610,718-876-4611,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R010,R010,Fort Hill Collaborative Elementary School,353100010010,DOE,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04,05",Jul 1 2014,Open,R016,80 MONROE AVENUE,STATEN ISLAND,NY,10301,5000180015,1100,501,49,SI22,West New Brighton-New Brighton-St. George,Jennifer Gonzalez Funes,PRINCIPAL,718-420-5115,718-420-5118,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R011,R011,P.S. 11 Thomas Dongan School,353100010011,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1921,Open,R011,50 JEFFERSON STREET,STATEN ISLAND,NY,10304,5033030018,9602,502,50,SI36,Old Town-Dongan Hills-South Beach,ERICA MATTERA,PRINCIPAL,718-979-1030,718-979-0259,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R013,R013,P.S. 013 M. L. Lindemeyer,353100010013,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1981,Open,R013,191 VERMONT AVENUE,STATEN ISLAND,NY,10305,5028520001,800,501,49,SI37,Stapleton-Rosebank,PAUL MARTUCCIO,PRINCIPAL,718-447-1462,718-447-8681,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R016,R016,P.S. 016 John J. Driscoll,353100010016,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,R016,80 MONROE AVENUE,STATEN ISLAND,NY,10301,5000180015,1100,501,49,SI22,West New Brighton-New Brighton-St. George,Michele Ramos,PRINCIPAL,718-447-0124,718-447-5398,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R018,R018,P.S. 018 John G. Whittier,353100010018,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1964,Open,R018,221 BROADWAY,STATEN ISLAND,NY,10310,5001760010,10500,501,49,SI35,New Brighton-Silver Lake,Robert Rodriguez,PRINCIPAL,718-442-0216,718-720-1558,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R019,R019,P.S. 019 The Curtis School,353100010019,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1930,Open,R019,780 POST AVENUE,STATEN ISLAND,NY,10310,5002270024,14100,501,49,SI22,West New Brighton-New Brighton-St. George,Lynette Cartagena,I.A. PRINCIPAL,718-442-3860,718-815-2862,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R020,R020,P.S. 020 Port Richmond,353100010020,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1898,Open,R020,161 PARK AVENUE,STATEN ISLAND,NY,10302,5010200001,20700,501,49,SI28,Port Richmond,MARIE MUNOZ,PRINCIPAL,718-442-4110,718-815-2228,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R021,R021,P.S. 21 Margaret Emery-Elm Park,353100010021,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1906,Open,R021,168 HOOKER PLACE,STATEN ISLAND,NY,10303,5011350001,21300,501,49,SI28,Port Richmond,Anthony Cosentino,PRINCIPAL,718-816-3300,718-816-3305,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R022,R022,P.S. 022 Graniteville,353100010022,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1914,Open,R022,1860 FOREST AVENUE,STATEN ISLAND,NY,10303,5017060001,30302,501,49,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,MELISSA LAMB DONATH,PRINCIPAL,718-442-2219,718-815-3104,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R023,R023,P.S. 023 Richmondtown,353100010023,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1964,Open,R023,30 NATICK STREET,STATEN ISLAND,NY,10306,5043730001,13800,503,50,SI25,Oakwood-Oakwood Beach,Paul Proscia,PRINCIPAL,718-351-1155,718-667-4958,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R024,R024,I.S. 024 Myra S. Barnes,353100010024,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1968,Open,R024,225 CLEVELAND AVENUE,STATEN ISLAND,NY,10308,5051530108,13203,503,51,SI54,Great Kills,LENNY SANTAMARIA,PRINCIPAL,718-982-4700,718-356-5834,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R026,R026,P.S. 026 The Carteret School,353100010026,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05",Jul 1 1880,Open,R026,4108 VICTORY BOULEVARD,STATEN ISLAND,NY,10314,5026340001,29102,502,50,SI05,New Springville-Bloomfield-Travis,Laura Kump,PRINCIPAL,718-698-1530,718-494-2907,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R027,R027,I.S. 027 Anning S. Prall,353100010027,DOE,General Academic,Junior High-Intermediate-Middle,"03,06,07,08,SE","06,07,08",Jul 1 1963,Open,R027,11 CLOVE LAKE PLACE,STATEN ISLAND,NY,10310,5003080001,12500,501,49,SI22,West New Brighton-New Brighton-St. George,Matthew Barone,PRINCIPAL,718-981-8800,718-815-4677,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R028,R028,The Eagle Academy for Young Men of Staten Island,353100010028,DOE,General Academic,Secondary School,"06,07,08,09,10,SE","06,07,08,09,10,11,12",Jul 1 2014,Open,R049,101 WARREN STREET,STATEN ISLAND,NY,10304,5005560080,2900,501,49,SI37,Stapleton-Rosebank,Jermaine Cameron,PRINCIPAL,718-727-6201,718-727-6207,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R029,R029,P.S. 029 Bardwell,353100010029,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1922,Open,R029,1581 VICTORY BOULEVARD,STATEN ISLAND,NY,10314,5003310001,14700,501,50,SI07,Westerleigh,LINDA MANFREDI,PRINCIPAL,718-556-4400,718-556-4429,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R030,R030,P.S. 030 Westerleigh,353100010030,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1904,Open,R030,200 WARDWELL AVENUE,STATEN ISLAND,NY,10314,5004230009,20100,501,50,SI07,Westerleigh,Alan Ihne,PRINCIPAL,718-442-0462,718-442-4265,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R031,R031,P.S. 031 William T. Davis,353100010031,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1965,Open,R031,55 LAYTON AVENUE,STATEN ISLAND,NY,10301,5000490182,900,501,49,SI22,West New Brighton-New Brighton-St. George,DANIEL SINGLETON,PRINCIPAL,718-273-3500,718-815-4826,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R032,R032,P.S. 032 The Gifford School,353100010032,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1968,Open,R032,232 BARLOW AVENUE,STATEN ISLAND,NY,10308,5054440012,14608,503,51,SI54,Great Kills,NANCY SPATAROBELLOCCH,PRINCIPAL,718-984-1688,718-227-5736,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R034,R034,I.S. 034 Tottenville,353100010034,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1936,Open,R034,528 ACADEMY AVENUE,STATEN ISLAND,NY,10307,5078940001,24401,503,51,SI11,Charleston-Richmond Valley-Tottenville,John Boyle,PRINCIPAL,718-477-4500,718-227-4074,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R035,R035,P.S. 35 The Clove Valley School,353100010035,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1953,Open,R035,60 FOOTE AVENUE,STATEN ISLAND,NY,10301,5006100127,4700,501,49,SI08,Grymes Hill-Clifton-Fox Hills,MELISSA GAROFALO,PRINCIPAL,718-442-3037,718-815-4855,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R036,R036,P.S. 036 J. C. Drumgoole,353100010036,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1974,Open,R036,255 IONIA AVENUE,STATEN ISLAND,NY,10312,5062620012,17005,503,51,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,BARBARA BELLAFATTO,PRINCIPAL,718-984-1422,718-227-6354,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R038,R038,P.S. 038 George Cromwell,353100010038,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1956,Open,R038,421 LINCOLN AVENUE,STATEN ISLAND,NY,10306,5037320006,11202,502,50,SI45,New Dorp-Midland Beach,Nancy Acosta Murillo,PRINCIPAL,718-351-1225,718-979-2487,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R039,R039,P.S. 39 Francis J. Murphy Jr.,353100010039,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1925,Open,R039,71 SAND LANE,STATEN ISLAND,NY,10305,5030970014,2002,502,50,SI14,Grasmere-Arrochar-Ft. Wadsworth,Tracey Wright,PRINCIPAL,718-447-4543,718-447-0500,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R041,R041,The Stephanie A. Vierno School,353100010041,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1926,Open,R041,216 CLAWSON STREET,STATEN ISLAND,NY,10306,5036450007,12200,502,50,SI45,New Dorp-Midland Beach,Jennifer Logan,PRINCIPAL,718-351-6777,718-667-8200,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R042,R042,P.S. 042 Eltingville,353100010042,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1968,Open,R042,380 GENESEE AVENUE,STATEN ISLAND,NY,10312,5056050001,17012,503,51,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,Brian Sharkey,PRINCIPAL,718-984-3800,718-227-6358,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R044,R044,P.S. 044 Thomas C. Brown,353100010044,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1927,Open,R044,80 MAPLE PARKWAY,STATEN ISLAND,NY,10303,5012180001,23100,501,49,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Kasandra Lopez Garcia,I.A. PRINCIPAL,718-442-0433,718-442-2323,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R045,R045,P.S. 045 John Tyler,353100010045,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1927,Open,R045,58 LAWRENCE AVENUE,STATEN ISLAND,NY,10310,5002760007,12100,501,49,SI35,New Brighton-Silver Lake,Christine Chavez,PRINCIPAL,718-442-6123,718-442-4141,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R046,R046,P.S. 046 Albert V. Maniscalco,353100010046,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1930,Open,R046,41 REID AVENUE,STATEN ISLAND,NY,10305,5032430001,6400,502,50,SI14,Grasmere-Arrochar-Ft. Wadsworth,ANDREA MAFFEO,PRINCIPAL,718-987-5155,718-987-1703,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R047,R047,CSI High School for International Studies,353100011047,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,R043,100 ESSEX DRIVE,STATEN ISLAND,NY,10314,5024500320,27702,502,51,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Joseph Canale,PRINCIPAL,718-370-6900,718-370-6915,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R048,R048,P.S. 048 William G. Wilcox,353100010048,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1931,Open,R071,1050 Targee Street,STATEN ISLAND,NY,10304,5031680004,5000,502,50,SI14,Grasmere-Arrochar-Ft. Wadsworth,Allison Odonnell,PRINCIPAL,718-447-8323,718-815-3956,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R049,R049,I.S. 49 Berta A. Dreyfus,353100010049,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1962,Open,R049,101 WARREN STREET,STATEN ISLAND,NY,10304,5005560080,2900,501,49,SI37,Stapleton-Rosebank,James De Francesco,I.A. PRINCIPAL,718-727-6040,718-876-8207,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R050,R050,P.S. 050 Frank Hankinson,353100010050,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1957,Open,R050,200 ADELAIDE AVENUE,STATEN ISLAND,NY,10306,5047160060,13204,503,50,SI25,Oakwood-Oakwood Beach,Joseph Santello,PRINCIPAL,718-987-0396,718-987-1925,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R051,R051,I.S. 051 Edwin Markham,353100010051,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,SE",Jul 1 1960,Open,R051,20 HOUSTON STREET,STATEN ISLAND,NY,10302,5014780500,25100,501,50,SI28,Port Richmond,Nicholas Mele,PRINCIPAL,718-981-0502,718-815-3957,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R052,R052,P.S. 052 John C. Thompson,353100010052,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1965,Open,R052,450 BUEL AVENUE,STATEN ISLAND,NY,10305,5037050001,11201,502,50,SI36,Old Town-Dongan Hills-South Beach,Jane Mccord,PRINCIPAL,718-351-5454,718-667-8900,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R053,R053,The Barbara Esselborn School,353100010053,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,R053,330 DURANT AVENUE,STATEN ISLAND,NY,10308,5051060001,13203,503,51,SI54,Great Kills,Beth Albano,PRINCIPAL,718-987-8020,718-987-3675,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R054,R054,P.S. 054 Charles W. Leng,353100010054,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1970,Open,R054,1060 WILLOWBROOK ROAD,STATEN ISLAND,NY,10314,5019870104,27302,502,50,SI05,New Springville-Bloomfield-Travis,Karen Catanzaro LaRosa,PRINCIPAL,718-698-0600,718-698-1736,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R055,R055,P.S. 055 Henry M. Boehm,353100010055,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1965,Open,R055,54 OSBORNE STREET,STATEN ISLAND,NY,10312,5053360001,15602,503,51,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,Sharon Fishman,PRINCIPAL,718-697-5200,718-356-0114,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R056,R056,P.S. 56 The Louis Desario School,353100010056,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1998,Open,R056,250 KRAMER AVENUE,STATEN ISLAND,NY,10309,5070440001,20801,503,51,SI32,Rossville-Woodrow,PHILIP CAROLLO,PRINCIPAL,718-605-1189,718-605-1195,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R057,R057,P.S. 057 Hubert H. Humphrey,353100010057,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1976,Open,R057,140 PALMA DRIVE,STATEN ISLAND,NY,10304,5028880040,4000,501,49,SI08,Grymes Hill-Clifton-Fox Hills,Karyn Lind,PRINCIPAL,718-447-1191,718-720-0747,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R058,R058,Space Shuttle Columbia School,353100010058,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2003,Open,R058,77 MARSH AVENUE,STATEN ISLAND,NY,10314,5024500305,27702,502,51,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Michael La Morte,PRINCIPAL,718-761-2155,718-761-7384,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
31R059,R059,The Harbor View School,353100010059,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2013,Open,R059,300 Richmond Terrace,STATEN ISLAND,NY,10301,5000140032,700,501,49,SI22,West New Brighton-New Brighton-St. George,Carol Mongiello,PRINCIPAL,718-390-2190,718-390-2195,31,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",R831,"LODICO, ANTHONY",RFSC,"MORAN, KEVIN",FSC Executive Director,212-374-4252,,,
