School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
FORT HAMILTON HS - K,K,20,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,27719000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN ,40.627835,-74.040046,10,43,46,3152318,3060130001,Bay Ridge                                                                  ,"(40.627835, -74.040046)",01/31/2018
FORT HAMILTON HS - K,K,20,POOL BOILER,4395000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN ,40.627835,-74.040046,10,43,46,3152318,3060130001,Bay Ridge                                                                  ,"(40.627835, -74.040046)",01/31/2018
HS FOR MEDICAL PROFESSIONS - K,K,18,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL/FLOOD,8222000,CIP,K500,1600 ROCKAWAY PKWY,Brooklyn,11236,BROOKLYN ,40.641474,-73.898254,18,46,990,3230949,3082220001,Canarsie                                                                   ,"(40.641474, -73.898254)",01/31/2018
BROOKLYN BRIDGE ACADEMY - K,K,18,WINDOWS,9394000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN ,40.633285,-73.916735,18,46,950,3224139,3079980005,Canarsie                                                                   ,"(40.633285, -73.916735)",01/31/2018
BROOKLYN GENERATION SCHOOL - K,K,18,ATHLETIC FIELD - TRACK,1618000,CIP,K516,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN ,40.633285,-73.916735,18,46,950,3224139,3079980005,Canarsie                                                                   ,"(40.633285, -73.916735)",01/31/2018
BROOKLYN FRONTIERS HIGH SCHOOL,K,15,PUBLIC ADDRESS SYSTEM,340927,CIP,K520,112 SCHERMERHORN STREET,Brooklyn,11201,BROOKLYN ,40.690145,-73.989132,2,33,43,3000533,3001690009,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.690145, -73.989132)",01/31/2018
J.H.S. 52 - MANHATTAN,M,6,FLOOD ELIMINATION/EXTERIOR MASONRY,2559000,CIP,M052,650 ACADEMY STREET,Manhattan,10034,MANHATTAN,40.866053,-73.924835,12,10,291,1076776,1022330020,Marble Hill-Inwood                                                         ,"(40.866053, -73.924835)",01/31/2018
GEORGE WESTINGHOUSE VOC. HS,K,13,PARAPETS/EXTERIOR MASONRY/ROOFS/FLOOD ELIMINATION,9743000,CIP,K580,105 JOHNSON STREET,Brooklyn,11201,BROOKLYN ,40.694926,-73.986015,2,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.694926, -73.986015)",01/31/2018
E NY VOC HS OF TRANSIT TECH.-K,K,19,ENY AUDITORIUM UPGRADE,467000,CIP,K615,1 WELLS STREET,Brooklyn,11208,BROOKLYN ,40.678276,-73.87596,5,37,1196,3327249,3041550075,East New York                                                              ,"(40.678276, -73.87596)",01/31/2018
E NY VOC HS OF TRANSIT TECH.-K,K,19,ENY LIBRARY UPGRADE,420000,CIP,K615,1 WELLS STREET,Brooklyn,11208,BROOKLYN ,40.678276,-73.87596,5,37,1196,3327249,3041550075,East New York                                                              ,"(40.678276, -73.87596)",01/31/2018
WILLIAM E. GRADY VOC HS - K,K,21,FY16 RESO A CULINARY ARTS ROOM,1692000,CIP,K620,25 BRIGHTON 4TH ROAD,Brooklyn,11235,BROOKLYN ,40.582585,-73.963477,13,48,366,3196378,3072610201,Brighton Beach                                                             ,"(40.582585, -73.963477)",01/31/2018
BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160,CIP,K655,345 DEAN STREET,Brooklyn,11217,BROOKLYN ,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.683559, -73.98027)",01/31/2018
WILLIAM MAXWELL VOC HS - K,K,19,ENY LIBRARY UPGRADE,437900,CIP,K660,145 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN ,40.674135,-73.89643,5,37,1144,3083660,3037040001,East New York (Pennsylvania Ave)                                           ,"(40.674135, -73.89643)",01/31/2018
BKLYN STUDIO SEC. SCL - BROOKL,K,21,EXT MASONRY/ROOFS/WINDOWS,6137000,CIP,K721,8310 21ST AVE,Brooklyn,11214,BROOKLYN ,40.604879,-73.994404,11,47,288,3165232,3063290032,Bensonhurst West                                                           ,"(40.604879, -73.994404)",01/31/2018
EL PUENTE ACADEMY - BROOKLYN,K,14,MASONRY/WINDOWS/PARAPETS/ROOFS,4212649,CIP,K778,250 HOOPER STREET,Brooklyn,11211,BROOKLYN ,40.705898,-73.955611,1,33,529,3379706,3022070002,Williamsburg                                                               ,"(40.705898, -73.955611)",01/31/2018
SCIENCE SKILLS CENTER HS - K,K,13,FY16 RESO A LIBRARY UPGRADE,574000,CIP,K805,49 FLATBUSH AVENUE EXTENSION,Brooklyn,11201,BROOKLYN ,40.697339,-73.985016,2,33,15,3000216,3001200020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.697339, -73.985016)",01/31/2018
P.S. 418 - BROOKLYN,K,15,PUBLIC ADDRESS SYS REPLACEMENT/FA SYS REPLACEMENT,1232000,CIP,K834,512 CARROLL STREET,Brooklyn,11215,BROOKLYN ,40.676668,-73.985258,6,39,119,3007707,3004550001,Park Slope-Gowanus                                                         ,"(40.676668, -73.985258)",01/31/2018
P.S. 295 - BROOKLYN,K,15,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,9114000,CIP,K845,330 18 STREET,Brooklyn,11215,BROOKLYN ,40.660976,-73.988297,7,38,147,3331274,3008800001,Sunset Park West                                                           ,"(40.660976, -73.988297)",01/31/2018
I.S. 340 - BROOKLYN,K,13,EXTERIOR MASONRY/FLOOD ELIMINATION,1748000,CIP,K874,227 STERLING PLACE,Brooklyn,11238,BROOKLYN ,40.676094,-73.97038,8,35,163,3029060,3011640057,Prospect Heights                                                           ,"(40.676094, -73.97038)",01/31/2018
P.S. 5 - MANHATTAN,M,6,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,11770000,CIP,M005,3703 TENTH AVENUE,Manhattan,10034,MANHATTAN,40.85899,-73.922894,12,10,299,1084201,1021500030,Marble Hill-Inwood                                                         ,"(40.85899, -73.922894)",01/31/2018
P.P.A.S. - MANHATTAN,M,2,FY13 RESO A ROOM CONVERSIONS / PART,480000,CIP,M017,328 WEST 48 STREET,Manhattan,10036,MANHATTAN,40.761448,-73.988019,4,3,127,1025092,1010380014,Clinton                                                                    ,"(40.761448, -73.988019)",01/31/2018
P.P.A.S. - MANHATTAN,M,2,MASONRY/AUD UPG/WIN/FLOOD/PARAPETS/ROOFS/FA,7315000,CIP,M017,328 WEST 48 STREET,Manhattan,10036,MANHATTAN,40.761448,-73.988019,4,3,127,1025092,1010380014,Clinton                                                                    ,"(40.761448, -73.988019)",01/31/2018
COAL. SCHOOL FOR SOCIAL CHANGE,M,4,FLOOD ELIMINATION/EXTERIOR MASONRY,995000,CIP,M045,2351 1ST AVENUE,Manhattan,10035,MANHATTAN,40.798884,-73.933319,11,8,194,1054786,1017970100,East Harlem North                                                          ,"(40.798884, -73.933319)",01/31/2018
J.H.S. 47 (SCH FOR THE DEAF) -,M,2,PARAPETS/WINDOWS/EXTERIOR MASONRY,2654000,CIP,M047,223 EAST 23 STREET,Manhattan,10010,MANHATTAN,40.738548,-73.982455,6,2,64,,,Gramercy                                                                   ,"(40.738548, -73.982455)",01/31/2018
P.S. 48 - MANHATTAN,M,6,TCU REMOVAL / PLAYGROUND REDEVELOPMENT,1528000,CIP,M048,4360-78 BROADWAY,Manhattan,10033,MANHATTAN,40.853466,-73.934048,12,10,271,1076752,1021670029,Washington Heights North                                                   ,"(40.853466, -73.934048)",01/31/2018
P.S. 50 - MANHATTAN,M,4,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,15829000,CIP,M050,433 EAST 100 STREET,Manhattan,10029,MANHATTAN,40.785258,-73.941526,11,8,162,1083933,1016940001,East Harlem South                                                          ,"(40.785258, -73.941526)",01/31/2018
EAST SIDE COMMUNITY SCHOOL,M,1,FIFTH FLOOR CEILING REPLACEMENT,150000,CIP,M060,420 EAST 12 STREET,Manhattan,10009,MANHATTAN,40.729589,-73.982555,3,2,34,1005974,1004390017,East Village                                                               ,"(40.729589, -73.982555)",01/31/2018
NYC LAB MIDDLE SCHOOL - MANHAT,M,2,LOW VOLTAGE ELECTRICAL SYSTEM,845000,CIP,M070,333 WEST 17 STREET,Manhattan,10011,MANHATTAN,40.742129,-74.002198,4,3,83,1079152,1007410010,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.742129, -74.002198)",01/31/2018
P.S. 75 - MANHATTAN,M,3,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,6666000,CIP,M075,735 WEST END AVENUE,Manhattan,10025,MANHATTAN,40.795157,-73.973292,7,6,183,1034190,1012530065,Upper West Side                                                            ,"(40.795157, -73.973292)",01/31/2018
P.S. 75 - MANHATTAN,M,3,TEMPORARY BOILER,250000,CIP,M075,735 WEST END AVENUE,Manhattan,10025,MANHATTAN,40.795157,-73.973292,7,6,183,1034190,1012530065,Upper West Side                                                            ,"(40.795157, -73.973292)",01/31/2018
P.S. 83 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,8585000,CIP,M083,219 EAST 109 STREET,Manhattan,10029,MANHATTAN,40.793194,-73.942548,11,8,180,1052436,1016590012,East Harlem North                                                          ,"(40.793194, -73.942548)",01/31/2018
P.S. 84 - MANHATTAN,M,3,RESO A GREENROOF,2005000,CIP,M084,32 WEST 92 STREET,Manhattan,10025,MANHATTAN,40.789526,-73.967574,7,6,177,1081042,1012050006,Upper West Side                                                            ,"(40.789526, -73.967574)",01/31/2018
J.H.S. 860 - MANHATTAN,M,3,SCIENCE LAB UPGRADE,1275000,CIP,M088,215 WEST 114 STREET,Manhattan,10026,MANHATTAN,40.802207,-73.954142,10,9,218,1055204,1018300019,Central Harlem South                                                       ,"(40.802207, -73.954142)",01/31/2018
BARD COLLEGE HS - MANHATTAN,M,1,NON-SANDY:MASONRY/ROOF/PARAPET/SANDY FLOOD/MSNRY,6913000,CIP,M097,525 EAST HOUSTON STREET,Manhattan,10002,MANHATTAN,40.719029,-73.975891,3,2,1002,1004062,1003250025,Lower East Side                                                            ,"(40.719029, -73.975891)",01/31/2018
SUCCESS ACADEMY CHARTER SCHOOL,M,4,INTERIOR STAIRS,2045000,CIP,M099,410 EAST 100 STREET,Manhattan,10029,MANHATTAN,40.785671,-73.942548,11,8,162,1052998,1016930001,East Harlem South                                                          ,"(40.785671, -73.942548)",01/31/2018
P.S. 108 - MANHATTAN,M,4,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,6384000,CIP,M108,1615 MADISON AVENUE,Manhattan,10029,MANHATTAN,40.795146,-73.948368,11,8,17401,1051584,1016140021,East Harlem South                                                          ,"(40.795146, -73.948368)",01/31/2018
P.S. 241 - MANHATTAN,M,3,FLOOD ELIMINATION,1337000,CIP,M113,240 WEST 113 STREET,Manhattan,10026,MANHATTAN,40.801689,-73.954908,10,9,216,1055111,1018280015,Central Harlem South                                                       ,"(40.801689, -73.954908)",01/31/2018
P.S. 241 - MANHATTAN,M,3,PLANYC BOILER CONVERSION/CIMATE CONTROL,4697000,CIP,M113,240 WEST 113 STREET,Manhattan,10026,MANHATTAN,40.801689,-73.954908,10,9,216,1055111,1018280015,Central Harlem South                                                       ,"(40.801689, -73.954908)",01/31/2018
I.S. 372 - MANHATTAN,M,4,SCIENCE LAB UPGRADE,1116000,CIP,M117,240 EAST 109 STREET,Manhattan,10029,MANHATTAN,40.79307,-73.942303,11,8,170,1052433,1016560100,East Harlem South                                                          ,"(40.79307, -73.942303)",01/31/2018
P.S. 333 - MANHATTAN,M,3,EXTERIOR MASONRY/ROOFS/PARAPETS,11148891,CIP,M118,154 WEST 93 STREET,Manhattan,10025,MANHATTAN,40.791728,-73.970845,7,6,177,1032522,1012230005,Upper West Side                                                            ,"(40.791728, -73.970845)",01/31/2018
P.S. 123 - MANHATTAN,M,5,FLOOD ELIMINATION,4815000,CIP,M123,301 WEST 140 STREET,Manhattan,10030,MANHATTAN,40.819767,-73.944433,10,9,22102,1060726,1020420035,Central Harlem North-Polo Grounds                                          ,"(40.819767, -73.944433)",01/31/2018
P.S. 128 - MANHATTAN,M,6,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6790000,CIP,M128,560 WEST 169 STREET,Manhattan,10032,MANHATTAN,40.841321,-73.938506,12,10,251,1062994,1021250001,Washington Heights South                                                   ,"(40.841321, -73.938506)",01/31/2018
P.S. 142 - MANHATTAN,M,1,PLAY YARD SINKHOLE,2688000,CIP,M142,100 ATTORNEY STREET,Manhattan,10002,MANHATTAN,40.718383,-73.984452,3,1,1402,1004080,1003430001,Lower East Side                                                            ,"(40.718383, -73.984452)",01/31/2018
P.S. 145 - MANHATTAN,M,3,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,3073000,CIP,M145,150 WEST 105 STREET,Manhattan,10025,MANHATTAN,40.799178,-73.964842,7,7,189,1076625,1018590001,Upper West Side                                                            ,"(40.799178, -73.964842)",01/31/2018
P.S. 152 - MANHATTAN,M,6,ELECTRICAL SYSTEMS,777711,CIP,M152,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,12,10,283,1064149,1021730001,Washington Heights North                                                   ,"(40.860412, -73.927936)",01/31/2018
P.S. 152 - MANHATTAN,M,6,WATER INFILTRATION,2238000,CIP,M152,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,12,10,283,1064149,1021730001,Washington Heights North                                                   ,"(40.860412, -73.927936)",01/31/2018
P.S. 163 - MANHATTAN,M,3,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,2442564,CIP,M163,163 WEST 97 STREET,Manhattan,10025,MANHATTAN,40.794264,-73.968706,7,7,185,1055908,1018520099,Upper West Side                                                            ,"(40.794264, -73.968706)",01/31/2018
P.S. 165 - MANHATTAN,M,3,EXT MASONRY/ROOFS,6233477,CIP,M165,234 WEST 109 STREET,Manhattan,10025,MANHATTAN,40.802917,-73.965613,7,7,195,1056676,1018800013,Morningside Heights                                                        ,"(40.802917, -73.965613)",01/31/2018
I.S. 167 - MANHATTAN,M,2,FACADE DAMAGE/SITE WORK/FLOOD/PARAPET/WINDOWS/ROOF,7547888,CIP,M167,220 EAST 76 STREET,Manhattan,10021,MANHATTAN,40.77205,-73.958066,8,4,134,1044058,1014300005,Lenox Hill-Roosevelt Island                                                ,"(40.77205, -73.958066)",01/31/2018
P.S. 183 - MANHATTAN,M,2,EXTERIOR MASONRY/FLOOD ELIMINATION/ PARAPETS/ROOFS,11870000,CIP,M183,419 EAST 66 STREET,Manhattan,10065,MANHATTAN,40.763736,-73.95815,8,5,116,1045569,1014610007,Lenox Hill-Roosevelt Island                                                ,"(40.763736, -73.95815)",01/31/2018
P.S. 185 - MANHATTAN,M,3,PLAY YARD SURFACE DEFECTS,2330000,CIP,M185,20 WEST 112 STREET,Manhattan,10026,MANHATTAN,40.798511,-73.949251,10,9,186,1051410,1015950015,Central Harlem South                                                       ,"(40.798511, -73.949251)",01/31/2018
P.S. 194 - MANHATTAN,M,5,FY17 RESO A LIBRARY UPGRADES,264500,CIP,M194,244 WEST 144 STREET,Manhattan,10030,MANHATTAN,40.821535,-73.940941,10,9,232,1060432,1020290011,Central Harlem North-Polo Grounds                                          ,"(40.821535, -73.940941)",01/31/2018
P.S. 198 - MANHATTAN,M,2,WINDOWS/ROOFS/PARAPETS,7852000,CIP,M198,1700 3RD AVENUE,Manhattan,10128,MANHATTAN,40.784826,-73.949611,8,5,15801,1048492,1015240023,Upper East Side-Carnegie Hill                                              ,"(40.784826, -73.949611)",01/31/2018
P.S. 132 - MANHATTAN,M,6,REMOVE OIL TANK - FUEL CONVERSION,968000,CIP,M233,601 WEST 183 STREET,Manhattan,10033,MANHATTAN,40.850592,-73.933043,12,10,271,1063959,1021650069,Washington Heights North                                                   ,"(40.850592, -73.933043)",01/31/2018
M000 - MANHATTAN,M,2,FY17 RESO A GREEN ROOF,200000,CIP,M323,75 MORTON STREET,Manhattan,10014,MANHATTAN,40.730999,-74.007191,2,3,69,1010407,1006030049,West Village                                                               ,"(40.730999, -74.007191)",01/31/2018
GRAMERCY ARTS HS - MANHATTAN,M,2,ELECTRICAL SYSTEMS/PA SYSTEM,6221000,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,6,2,50,1017828,1008720057,Gramercy                                                                   ,"(40.735494, -73.987659)",01/31/2018
WASHINGTON IRVING H.S.,M,2,WATER STORAGE TANK,1189512,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,6,2,50,1017828,1008720057,Gramercy                                                                   ,"(40.735494, -73.987659)",01/31/2018
WASHINGTON IRVING HS - MANHATT,M,2,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,43221000,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,6,2,50,1017828,1008720057,Gramercy                                                                   ,"(40.735494, -73.987659)",01/31/2018
JULIA RICHMAN H.S.,M,2,LL 41-16 COMPLIANCE,38865.86,CIP,M480,317 EAST 67 STREET,Manhattan,10065,MANHATTAN,40.765359,-73.960059,8,5,118,1083343,1014420001,Lenox Hill-Roosevelt Island                                                ,"(40.765359, -73.960059)",01/31/2018
CASCADES CTR FOR TCHING & LNG,M,1,ENY AUDITIORIUM UPGRADE,145747,CIP,M510,198 FORSYTH STREET,Manhattan,10002,MANHATTAN,40.72252,-73.990728,3,1,3601,1005626,1004220072,Chinatown                                                                  ,"(40.72252, -73.990728)",01/31/2018
BERGTRAUM HS - MANHATTAN,M,2,LIBRARY UPGRADE,2295000,CIP,M520,411 PEARL STREET,Manhattan,10038,MANHATTAN,40.711442,-74.000851,1,1,29,1001388,1001130100,Chinatown                                                                  ,"(40.711442, -74.000851)",01/31/2018
BERGTRAUM HS - MANHATTAN,M,2,SCIENCE LAB UPGRADE/FIRE ALARM SYSTEMS,8097230,CIP,M520,411 PEARL STREET,Manhattan,10038,MANHATTAN,40.711442,-74.000851,1,1,29,1001388,1001130100,Chinatown                                                                  ,"(40.711442, -74.000851)",01/31/2018
PARK WEST H. S. (ECF),M,2,C OF O/C OF O VENT/WATER PLANT/BOILER/ENERGY MGMT,23313000,CIP,M535,525 WEST 50 STREET,Manhattan,10019,MANHATTAN,40.765184,-73.992953,4,3,135,1083802,1010790029,Clinton                                                                    ,"(40.765184, -73.992953)",01/31/2018
A. PHILIP RANDOLPH HS -MANHATT,M,6,EXT MASONRY/FLOOD ELMNTN/PARAPETS/ROOFS,64898000,CIP,M540,443 WEST 135 STREET,Manhattan,10031,MANHATTAN,40.818188,-73.950356,9,9,21703,1059409,1019570078,Manhattanville                                                             ,"(40.818188, -73.950356)",01/31/2018
CHELSEA VOC HS - MANHATTAN,M,2,LOW VOLTAGE ELECTRICAL SYSTEM/ANSUL SYSTEM,2314098,CIP,M615,131 AVE OF THE AMERICAS,Manhattan,10013,MANHATTAN,40.7244,-74.004625,2,3,37,1007378,1004910016,SoHo-TriBeCa-Civic Center-Little Italy                                     ,"(40.7244, -74.004625)",01/31/2018
NORMAN THOMAS HS - MANHATTAN,M,2,SCIENCE LAB,1359000,CIP,M620,111 EAST 33 STREET,Manhattan,10016,MANHATTAN,40.746176,-73.981241,5,2,72,1087537,1008897501,Murray Hill-Kips Bay                                                       ,"(40.746176, -73.981241)",01/31/2018
HS OF GRAPHIC COMM. ARTS (VOC),M,2,EXT MASONRY/ROOFS/PARAPETS,7649000,CIP,M625,439 WEST 49 STREET,Manhattan,10019,MANHATTAN,40.76337,-73.990593,4,3,127,1026646,1010590015,Clinton                                                                    ,"(40.76337, -73.990593)",01/31/2018
HS OF GRAPHIC COMM. ARTS (VOC),M,2,PLANYC BOILERS CONVERSION/CLIMATE CONTROL,8627000,CIP,M625,439 WEST 49 STREET,Manhattan,10019,MANHATTAN,40.76337,-73.990593,4,3,127,1026646,1010590015,Clinton                                                                    ,"(40.76337, -73.990593)",01/31/2018
M721 SPED - MANHATTAN,M,2,REINFORCE CINDER/FLOORS/ACCESSIBLITY/ELEC UPG/FA,6142800,CIP,M641,16 CLARKSON STREET,Manhattan,10014,MANHATTAN,40.729412,-74.006148,2,3,67,1009757,1005810054,West Village                                                               ,"(40.729412, -74.006148)",01/31/2018
HARVEY MILK SCHOOL - MANHATTAN,M,2,FY15 RESO A SECURITY CAMERAS,121000,CIP,M807,2-10 ASTOR PLACE,Manhattan,10003,MANHATTAN,40.730038,-73.992632,2,2,57,1080092,1005450026,West Village                                                               ,"(40.730038, -73.992632)",01/31/2018
HS FOR ENVIRONMENTAL STUDIES -,M,2,6TH FLOOR EGRESS/FIRE ALARM,3621000,CIP,M834,444 WEST 56 STREET,Manhattan,10019,MANHATTAN,40.767791,-73.987531,4,3,139,1026841,1010650001,Clinton                                                                    ,"(40.767791, -73.987531)",01/31/2018
M811 SPED - MANHATTAN,M,3,FY17 RESO A PLAYGROUND REDEVELOPMENT,319415,CIP,M841,466 WEST END AVENUE,Manhattan,10024,MANHATTAN,40.786616,-73.979507,7,6,171,1032754,1012300001,Upper West Side                                                            ,"(40.786616, -73.979507)",01/31/2018
GREGORIO LUPERON PREP. SCHOOL,M,6,EXTERIOR MASONRY/FLASHING,534786,CIP,M876,501 WEST 165 STREET,Manhattan,10032,MANHATTAN,40.838167,-73.938642,12,10,251,1085733,1021230045,Washington Heights South                                                   ,"(40.838167, -73.938642)",01/31/2018
P.S. 2 - QUEENS,Q,30,FY15 RESO A ACCESSIBILITY,598025,CIP,Q002,75-10 21 AVENUE,Queens,11370,QUEENS   ,40.770335,-73.894476,1,22,317,4021375,4009710001,Steinway                                                                   ,"(40.770335, -73.894476)",01/31/2018
I.S. 5 - QUEENS,Q,24,HVAC/PUBLIC ADDRESS SYSTEM,4710000,CIP,Q005,50-40 JACOBUS STREET,Queens,11373,QUEENS   ,40.737718,-73.887429,4,25,489,4454423,4024500017,Elmhurst-Maspeth                                                           ,"(40.737718, -73.887429)",01/31/2018
Q009 SPED - QUEENS,Q,24,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,10840000,CIP,Q009,58-74 57 STREET,Queens,11378,QUEENS   ,40.718935,-73.912208,5,30,535,4059130,4026310106,Maspeth                                                                    ,"(40.718935, -73.912208)",01/31/2018
P.S. 12 - QUEENS,Q,24,BOILER REPLACE/ELEC SWITCH UPG/PLANYC CLIMATE CTRL,5887000,CIP,Q012,42-00 72 STREET,Queens,11377,QUEENS   ,40.742633,-73.892805,2,26,483,4031853,4013490028,Elmhurst-Maspeth                                                           ,"(40.742633, -73.892805)",01/31/2018
P.S. 20 - QUEENS,Q,25,FY16 RESO A SUPPLEMENTAL COOLING,288000,CIP,Q020,142-30 BARCLAY AVENUE,Queens,11355,QUEENS   ,40.758689,-73.824832,7,20,855,4114657,4050470001,Flushing                                                                   ,"(40.758689, -73.824832)",01/31/2018
P.S. 29 - QUEENS,Q,25,FY16 RESO A AUDITORIUM UPGRADE,315000,CIP,Q029,125-10 23 AVENUE,Queens,11356,QUEENS   ,40.778601,-73.843187,7,19,907,4099925,4042290014,College Point                                                              ,"(40.778601, -73.843187)",01/31/2018
P.S. 354 - QUEENS,Q,28,DEFECTIVE PARAPET WALL/ROOFS/EXT MASONRY,5977000,CIP,Q030,126-10 BEDELL STREET,Queens,11434,QUEENS   ,40.68031,-73.774432,12,28,33402,4270045,4124950065,Springfield Gardens North                                                  ,"(40.68031, -73.774432)",01/31/2018
P.S. 31 - QUEENS,Q,26,CHIMNEY LINER REPLAC/PLANYC BOILER/CLIMATE/MASONRY,14330000,CIP,Q031,211-45 46 ROAD,Queens,11361,QUEENS   ,40.757064,-73.770122,11,19,1447,4156949,4073160018,Bayside-Bayside Hills                                                      ,"(40.757064, -73.770122)",01/31/2018
P.S. 33 - QUEENS,Q,29,ROOF REPAIR/PARAPETS/EXTERIOR MASONRY,8860557,CIP,Q033,91-37 222 STREET,Queens,11428,QUEENS   ,40.727134,-73.735077,13,23,560,4230589,4107560001,Queens Village                                                             ,"(40.727134, -73.735077)",01/31/2018
P.S. 37 - QUEENS,Q,29,FLOOD/FA/EXT MASONRY/ELEVATOR/PARAPETS/FLOOD,14990000,CIP,Q037,179-37 137 AVENUE,Queens,11434,QUEENS   ,40.67588,-73.758505,12,27,352,4279864,4129930118,St. Albans                                                                 ,"(40.67588, -73.758505)",01/31/2018
P.S. 40 - QUEENS,Q,28,EXTERIOR MASONRY/TCU REMOVAL & PLAYGROUND/FLOOD,9947450,CIP,Q040,109-20 UNION HALL STREET,Queens,11433,QUEENS   ,40.694125,-73.790675,12,28,260,4263341,4121510001,South Jamaica                                                              ,"(40.694125, -73.790675)",01/31/2018
P.S. 42 - QUEENS,Q,27,SANDY:INT/HEATING/FLOOD/CLIMATE/PIPING/HVAC/ELEC,15125767,CIP,Q042,488 BEACH 66 STREET,Queens,11692,QUEENS   ,40.594538,-73.795304,14,31,964,4302817,4160390014,Hammels-Arverne-Edgemere                                                   ,"(40.594538, -73.795304)",01/31/2018
P.S.15 - BRONX,X,10,WATER PENETRATION,967000,CIP,X015,2195 ANDREWS AVENUE,Bronx,10453,BRONX    ,40.85881,-73.909746,7,14,255,2096013,2032240009,Kingsbridge Heights                                                        ,"(40.85881, -73.909746)",01/31/2018
Q075 SPED - QUEENS,Q,28,FLOOD ELIMINATION/REINFORCING SUPPORT ELEMENTS,2167000,CIP,Q048,155-02 108 AVENUE,Queens,11433,QUEENS   ,40.694119,-73.797003,12,28,254,4216099,4101440042,South Jamaica                                                              ,"(40.694119, -73.797003)",01/31/2018
P.S. 52 - QUEENS,Q,29,WATER PENETRATION/PARAPETS,1718000,CIP,Q052,178-37 146 TERRACE,Queens,11434,QUEENS   ,40.661122,-73.766733,13,31,320,4285972,4133530020,Springfield Gardens South-Brookville                                       ,"(40.661122, -73.766733)",01/31/2018
I.S. 53 - QUEENS,Q,27,CONCRETE/FLOOD/PARAPETS/ ROOFS/WINDOWS/C OF O,17300000,CIP,Q053,10-45 NAMEOKE STREET,Queens,11691,QUEENS   ,40.603622,-73.749097,14,31,103202,4298234,4155570025,Far Rockaway-Bayswater                                                     ,"(40.603622, -73.749097)",01/31/2018
I.S. 61 - QUEENS,Q,24,MASONRY/ROOFS/PARAPETS,5890000,CIP,Q061,98-50 50 AVENUE,Queens,11368,QUEENS   ,40.742668,-73.863307,4,21,44302,4046834,4018910032,Corona                                                                     ,"(40.742668, -73.863307)",01/31/2018
P.S. 63 - QUEENS,Q,27,WATER PENETRATION/EXT MASONRY/PARAPETS/ROOFS,4368000,CIP,Q063,90-15 SUTTER AVENUE,Queens,11417,QUEENS   ,40.67641,-73.846773,10,32,54,4190727,4091550025,Ozone Park                                                                 ,"(40.67641, -73.846773)",01/31/2018
J.H.S. 72 - QUEENS,Q,28,FY17 RESO A LIBRARY UPGRADES,424900,CIP,Q072,133-25 GUY R BREWER BOULEVARD,Queens,11434,QUEENS   ,40.673769,-73.775951,12,28,33402,4270059,4124950270,Springfield Gardens North                                                  ,"(40.673769, -73.775951)",01/31/2018
